;ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SEDESCOLASTICA;SITOWEBSCUOLA;bStatale;Long;Lat;ORDINESCUOLA;ALUNNI
MIPS535008;201617;NORD OVEST;20123,0;F205;;;LICEO SCIENTIFICO MARCELLINE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;SEGRETERIA-DIDATTIICA@PEC.MARCELLINETOMMASEO.IT;P.ZA TOMMASEO 1;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1672828;45,4696335;SCUOLA SECONDARIA II GRADO;39
MIPC34500M;201617;NORD OVEST;20133,0;F205;;;LICEO CLASSICO FAES ARGONNE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;argonne@faesmilano.it;Non Disponibile;VIA ZANOIA 1;MILANO;LOMBARDIA;SI;www.faesmilano.it;False;9,2296796;45,48109229999999;SCUOLA SECONDARIA II GRADO;22
MI1MVA500E;201617;NORD OVEST;20148,0;F205;;;LA ZOLLA;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;VIA CACCIALEPORI 22;MILANO;LOMBARDIA;SI;www.lazolla.it;False;9,143042300000001;45,4695127;SCUOLA SECONDARIA I GRADO;121
MIPL08500Q;201617;NORD OVEST;20123,0;F205;;;LICEO LINGUISTICO MARCELLINE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;marcellinetommaseo@yahoo.it;Non Disponibile;P.ZA TOMMASEO 1;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1672828;45,4696335;SCUOLA SECONDARIA II GRADO;88
MITD13500L;201617;NORD OVEST;20124,0;F205;;;ISTITUTO TECNICO COMMERCIALE MARIA CONSOLATRICE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V. M. GIOIA 51;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,198364999999999;45,4876866;SCUOLA SECONDARIA II GRADO;81
MIPM04500G;201617;NORD OVEST;20123,0;F205;;;ISTITUTO MAGISTRALE SACRO CUORE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;ISTITUTOLEOPARDI@PCERT.POSTECERT.IT;VIA D. CRESPI 9;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1740935;45,4571684;SCUOLA SECONDARIA II GRADO;107
MI1M085001;201617;NORD OVEST;20147,0;F205;;;SCUOLA SECONDARIA DI 1° GR. S. TOMMASO MORO;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V. INGANNI 12;MILANO;LOMBARDIA;SI;www.fondazionegrossman.org;False;9,1275969;45,44797;SCUOLA SECONDARIA I GRADO;286
MI1M05700R;201617;NORD OVEST;20123,0;F205;;;SCUOLA SECONDARIA DI 1° GR. COLLEGIO S. CARLO;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;CSC@COLLEGIOSANCARLO.IT;Non Disponibile;C.O MAGENTA 71;MILANO;LOMBARDIA;SI;www.collegiosancarlo.it;False;9,16976;45,465581;SCUOLA SECONDARIA I GRADO;412
MIPS01500P;201617;NORD OVEST;20133,0;F205;;;LICEO SCIENTIFICO FAES ARGONNE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;argonne@faesmilano.it;Non Disponibile;VIA ZANOIA 1;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2296796;45,48109229999999;SCUOLA SECONDARIA II GRADO;78
MITL485005;201617;NORD OVEST;20123,0;F205;;;BAZZI CARLO;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;ISTITUTOCARLOBAZZI@PEC.IT;VIA CAPPUCCIO 2;MILANO;LOMBARDIA;SI;www.iticarlobazzi.it;False;9,17994;45,46155;SCUOLA SECONDARIA II GRADO;135
MI1MV25008;201617;NORD OVEST;20133,0;F205;;;SCUOLA ANDERSEN;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;VIA DON CARLO SAN MARTINO 8;MILANO;LOMBARDIA;SI;www.andersen-international-school;False;9,2358552;45,467493100000006;SCUOLA SECONDARIA I GRADO;35
MITD125002;201617;NORD OVEST;20123,0;F205;;;ISTITUTO TECNICO COMMERCIALE LEOPARDI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;INFO@ISTITUTOLEOPARDI.IT;Non Disponibile;V. CARROCCIO 9;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1729748;45,4599375;SCUOLA SECONDARIA II GRADO;78
MI1M084005;201617;NORD OVEST;20146,0;F205;;;SCUOLA SECONDARIA DI 1° GR. S. ANGELA MERICI;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;IST.SANTANGELAMERICI@TIN.IT;Non Disponibile;V. VESPRI SICILIANI 55;MILANO;LOMBARDIA;SI;WWW.ORSOLINEMERICI.IT;False;9,1465727;45,4516456;SCUOLA SECONDARIA I GRADO;129
MI1E02200L;201617;NORD OVEST;20139,0;F205;;;"SCUOLA ELEM.PAR.""A.LIMONTA""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA TAGLIAMENTO12;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,213510000000001;45,44362;SCUOLA PRIMARIA;105
MIPQ01500X;201617;NORD OVEST;20132,0;F205;;;ISTITUTO PREZIOSISSIMO SANGUE - LICEO PARITARIO DELLE SCIENZE UMANE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SEGRETERIASCUOLA.MI@PREZIOSINE.IT;Non Disponibile;VIA RICCARDI 5;MILANO;LOMBARDIA;SI;liceoscienzeumane.preziosine.it;False;9,239090699999998;45,5015277;SCUOLA SECONDARIA II GRADO;132
MIPS74500L;201617;NORD OVEST;20124,0;F205;;;LICEO SCIENTIFICO MARIA CONSOLATRICE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V. M. GIOIA 51;MILANO;LOMBARDIA;SI;www.consolatricemilano.it;False;9,198364999999999;45,4876866;SCUOLA SECONDARIA II GRADO;90
MI1M091008;201617;NORD OVEST;20157,0;F205;;;SCUOLA SECONDARIA DI 1° GR. PASTOR ANGELICUS;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V. CITTADINI 5;MILANO;LOMBARDIA;SI;www.pastorangelicus.it;False;9,1270551;45,5137452;SCUOLA SECONDARIA I GRADO;107
MIPS9P500I;201617;NORD OVEST;20122,0;F205;;;LICEO SCIENTIFICO OPZ. SC. APPL. LEOPOLDO MARANGONI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;info@istitutideamicis.it;Non Disponibile;VIA LAMARMORA 34;MILANO;LOMBARDIA;SI;www.istitutideamicis.it;False;9,201708;45,456891;SCUOLA SECONDARIA II GRADO;87
MI1E089003;201617;NORD OVEST;20153,0;F205;;;"SCUOLA PRIMARIA PARITARIA ""BETLEM""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;scuole.mifigino@betlem.it;Non Disponibile;VIA NOVARA540;MILANO;LOMBARDIA;SI;www.betlem.it;False;9,072154199999998;45,48959259999999;SCUOLA PRIMARIA;78
MITL035006;201617;NORD OVEST;20122,0;F205;;;ISTITUTO TECNICO PER GEOMETRI LEONARDO DA VINCI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;ldvinc@tin.it;Non Disponibile;VIA CAGNOLA 17;MILANO;LOMBARDIA;SI;www.scuolemilano.it;False;9,172634500000001;45,4792927;SCUOLA SECONDARIA II GRADO;7
MIPL245003;201617;NORD OVEST;20146,0;F205;;;LICEO LINGUISTICO COMUNITA' EBRAICA;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;MARUSCA.RIZZI@COM-EBRAICAMILANO.IT;Non Disponibile;V.SALLY MAYER 4/6;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1382776;45,4557669;SCUOLA SECONDARIA II GRADO;31
MIPL045009;201617;NORD OVEST;20149,0;F205;;;LICEO LINGUISTICO DARDI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;ISTITUTODARDI@PEC.IT;VIA R.SANZIO4;MILANO;LOMBARDIA;SI;www.istitutodardi.it;False;9,153802699999998;45,4695355;SCUOLA SECONDARIA II GRADO;68
MIPMHZ500P;201617;NORD OVEST;20127,0;F205;;;LICEO SCIENZE UMANE OPZ. EC. SOC. ISTITUTO MILANO;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;segreteria@istitutomilano.it;info@pec.istitutomilano.it;VIA GUINIZELLI 4;MILANO;LOMBARDIA;SI;www.istitutomilano.it;False;9,2191932;45,4892508;SCUOLA SECONDARIA II GRADO;8
MIPS42500R;201617;NORD OVEST;20125,0;F205;;;"LICEO SCIENTIFICO OPZ. SCIENZE APPLICATE ""DON BOSCO""";;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SEGRETERIA.DB@SALESIANIMILANO.IT;Non Disponibile;VIA TONALE 19;MILANO;LOMBARDIA;SI;www.salesianimilano.it;False;9,2016209;45,48925;SCUOLA SECONDARIA II GRADO;202
MI1E06500E;201617;NORD OVEST;20154,0;F205;;;"SCUOLA ELEM.PAR.""REGINA CARMELI""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA MONVISO33;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1702521;45,48594869999999;SCUOLA PRIMARIA;166
MI1M10600R;201617;NORD OVEST;20147,0;F205;;;SCUOLA SECONDARIA DI 1° GR. MERKOS L'INYONEI CHINUCH;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;SEGRETERIA@MERKOS.IT;Non Disponibile;VIA DELLE FORZE ARMATE 61;MILANO;LOMBARDIA;SI;www.scuoladelmerkos.it;False;9,1306371;45,4628305;SCUOLA SECONDARIA I GRADO;32
MI1E088007;201617;NORD OVEST;20129,0;F205;;;"SCUOLA ELEM.PAR.""MARIA AUSILIATRICE""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA BONVESIN DE LA RIVA 12;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2122362;45,4637559;SCUOLA PRIMARIA;213
MI1E124005;201617;NORD OVEST;20122,0;F205;;;"SCUOLA ELEMENTARE ""NUOVA EDUCAZIONE""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;segreteria@nuovaeducazione.it;Non Disponibile;VIA PACE10;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2028937;45,458838;SCUOLA PRIMARIA;58
MITD145007;201617;NORD OVEST;20127,0;F205;;;ISTITUTO TECNICO COMMERCIALE MILANO;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SEGRETERIA@ISTITUTOMILANO.IT;Non Disponibile;VIA GUINIZELLI 4;MILANO;LOMBARDIA;SI;WWW.ISTITUTOMILANO.IT;False;9,2191932;45,4892508;SCUOLA SECONDARIA II GRADO;81
MIPL15500R;201617;NORD OVEST;20123,0;F205;;;LICEO LINGUISTICO LEOPARDI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;INFO@ISTITUTOLEOPARDI.IT;Non Disponibile;V.CARROCCIO 9;MILANO;LOMBARDIA;SI;WWW.ISTITUTOLEOPARDI.IT;False;9,1729748;45,4599375;SCUOLA SECONDARIA II GRADO;215
MIPC16500D;201617;NORD OVEST;20123,0;F205;;;LICEO CLASSICO COLLEGIO S. CARLO;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;CSC@COLLEGIOSANCARLO.IT;Non Disponibile;C.O MAGENTA 71;MILANO;LOMBARDIA;SI;www.collegiosancarlo.it;False;9,16976;45,465581;SCUOLA SECONDARIA II GRADO;117
MITF105003;201617;NORD OVEST;20159,0;F205;;;ISTITUTO TECNICO INDUSTRIALE PAVONIANO ARTIGIANELLI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;info@istitutoart.it;ARTPAVMILANO@PEC.IT;VIA B. CRESPI 30;MILANO;LOMBARDIA;SI;www.istitutoart.it;False;9,1854605;45,501676399999994;SCUOLA SECONDARIA II GRADO;106
MIPMGC500D;201617;NORD OVEST;20122,0;F205;;;"LICEO SCIENZE UMANE ""EDMONDO DE AMICIS - LICOS""";;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;info@istitutideamicis.it;Non Disponibile;VIA LAMARMORA 34;MILANO;LOMBARDIA;SI;www.istitutideamicis.it;False;9,201708;45,456891;SCUOLA SECONDARIA II GRADO;63
MIPS415006;201617;NORD OVEST;20125,0;F205;;;LICEO SCIENTIFICO CARDUCCI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;DIREZIONE@PEC.LICEOSCIENTIFICOCARDUCCI.IT;VIA F. APORTI 12;MILANO;LOMBARDIA;SI;www.liceoscientificocarducci.it;False;9,2088888;45,4882013;SCUOLA SECONDARIA II GRADO;80
MI1M089008;201617;NORD OVEST;20153,0;F205;;;SCUOLA SECONDARIA DI 1° GR. BETLEM;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;scuole.mifigino@betlem.it;Non Disponibile;V.NOVARA 540;MILANO;LOMBARDIA;SI;www.betlem.it;False;9,072154199999998;45,48959259999999;SCUOLA SECONDARIA I GRADO;37
MIPLRL500B;201617;NORD OVEST;20122,0;F205;;;LICEO LINGUISTICO ZACCARIA;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;segreteria@istitutozaccaria.it;istitutozaccaria@pec.it;VIA DELLA COMMENDA 5;MILANO;LOMBARDIA;SI;www.istitutozaccaria.it;False;9,1989522;45,45939569999999;SCUOLA SECONDARIA II GRADO;49
MIPS175007;201617;NORD OVEST;20123,0;F205;;;LICEO SCIENTIFICO COLLEGIO S. CARLO;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;CSC@COLLEGIOSANCARLO.IT;Non Disponibile;C.O MAGENTA 71;MILANO;LOMBARDIA;SI;www.collegiosancarlo.it;False;9,16976;45,465581;SCUOLA SECONDARIA II GRADO;347
MI1M104005;201617;NORD OVEST;20152,0;F205;;;SCUOLA SECONDARIA DI 1° GR. MADRE BUCCHI;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;VIA PALMI25;MILANO;LOMBARDIA;SI;www.istitutomadrebucchi.it;False;9,098280099999998;45,458575399999994;SCUOLA SECONDARIA I GRADO;76
MI1E123009;201617;NORD OVEST;20133,0;F205;;;"SCUOLA ELEMENTARE ""ARGONNE"" FAES";;MILANO;SCUOLA PRIMARIA NON STATALE;;;argonne@faesmilano.it;Non Disponibile;VIA ZANOIA 1;MILANO;LOMBARDIA;SI;www.faesmilano.it;False;9,2296796;45,48109229999999;SCUOLA PRIMARIA;118
MITB025006;201617;NORD OVEST;20122,0;F205;;;ISTITUTO TECNICO AERONAUTICO LINDBERGH FLYING SCHOOL;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;INFO@LINDBERGHFS.COM;Non Disponibile;V.CURTATONE 12;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2022815;45,456034;SCUOLA SECONDARIA II GRADO;133
MIPSQV500F;201617;NORD OVEST;20155,0;F205;;;LICEO SCIENTIFICO AD INDIRIZZO SPORTIVO DON BOSCO VILLAGE SCHOOL;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;VIA MAC MAHON 92;MILANO;LOMBARDIA;SI;www.donboscovillage.com;False;9,158191699999998;45,4939434;SCUOLA SECONDARIA II GRADO;53
MIPL30500D;201617;NORD OVEST;20139,0;F205;;;LICEO LINGUISTICO REGINA MUNDI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;info@scuolareginamundi.it;Non Disponibile;V.BONCOMPAGNI 18;MILANO;LOMBARDIA;SI;www.scuolareginamundi.it;False;9,226975900000001;45,44016269999999;SCUOLA SECONDARIA II GRADO;91
MIPC15500V;201617;NORD OVEST;20125,0;F205;;;LICEO CLASSICO S. AMBROGIO;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V.COPERNICO 9;MILANO;LOMBARDIA;SI;www.salesianimilano.it;False;9,201044300000001;45,4881563;SCUOLA SECONDARIA II GRADO;114
MITF035002;201617;NORD OVEST;20125,0;F205;;;"ISTITUTO TECNICO SETTORE TECNOLOGICO IND.MECCANICA E MECCATRONICA""DON BOSCO""";;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SEGRETERIA.DB@SALESIANIMILANO.IT;Non Disponibile;VIA TONALE19;MILANO;LOMBARDIA;SI;www.salesianimilano.it;False;9,2016209;45,48925;SCUOLA SECONDARIA II GRADO;145
MIPLHB500I;201617;NORD OVEST;20122,0;F205;;;VITTORIA COLONNA;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;DIREZIONE@PEC.ISTITUTOCOLONNA.COM;VIA CONSERVATORIO 4;MILANO;LOMBARDIA;SI;www.istitutocolonna.com;False;9,2032455;45,464347700000005;SCUOLA SECONDARIA II GRADO;7
MI1E011006;201617;NORD OVEST;20123,0;F205;;;"SCUOLA ELEM.PAR.""PIO ISTITUTO DEL BUON PASTORE""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;ist.buonpastore@tin.it;Non Disponibile;VIA S.VITTORE N.29;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1696508;45,46345640000001;SCUOLA PRIMARIA;82
MIPS16500L;201617;NORD OVEST;20125,0;F205;;;LICEO SCIENTIFICO S. AMBROGIO;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V.COPERNICO 9;MILANO;LOMBARDIA;SI;www.salesiani.it;False;9,201044300000001;45,4881563;SCUOLA SECONDARIA II GRADO;455
MI1M08000T;201617;NORD OVEST;20145,0;F205;;;SCUOLA SECONDARIA DI I GRADO ISTITUTO LEONE XIII;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;info@leonexiii.it;Non Disponibile;V.LEONE XIII 12;MILANO;LOMBARDIA;SI;www.leonexiii.it;False;9,1626611;45,4740247;SCUOLA SECONDARIA I GRADO;348
MI1M068007;201617;NORD OVEST;20131,0;F205;;;SCUOLA SECONDARIA DI 1° GR. S. GIUSEPPE;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;SEGRETERIA@ISTSANG.191.IT;Non Disponibile;V. BAZZINI 10;MILANO;LOMBARDIA;SI;www.istituto-sangiuseppe.it;False;9,225377499999999;45,481776200000006;SCUOLA SECONDARIA I GRADO;60
MI1E12600R;201617;NORD OVEST;20145,0;F205;;;SCUOLA PRIMARIA ISTITUTO LEONE XIII;;MILANO;SCUOLA PRIMARIA NON STATALE;;;info@leonexiii.it;Non Disponibile;VIA LEONE XIII12;MILANO;LOMBARDIA;SI;www.leonexiii.it;False;9,1626611;45,4740247;SCUOLA PRIMARIA;366
MISL1Q5006;201617;NORD OVEST;20127,0;F205;;;NUOVO LICEO ARTISTICO;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;VIA VENINI 78/80;MILANO;LOMBARDIA;SI;www.nuovoliceoartistico.com;False;9,2171232;45,4943245;SCUOLA SECONDARIA II GRADO;46
MIPSQ55000;201617;NORD OVEST;20145,0;F205;;;LICEO SCIENTIFICO SPORTIVO ISTITUTO LEONE XIII;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;info@leonexiii.it;Non Disponibile;VIA LEONE XIII 12;MILANO;LOMBARDIA;SI;www.leonexiii.it;False;9,1626611;45,4740247;SCUOLA SECONDARIA II GRADO;48
MIPC25500Q;201617;NORD OVEST;20132,0;F205;;;LICEO CLASSICO SAN RAFFAELE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;direzione@liceosanraffaele.it;Non Disponibile;VIA OLGETTINA 46;MILANO;LOMBARDIA;SI;www.liceosanraffaele.it;False;9,26701;45,50847;SCUOLA SECONDARIA II GRADO;74
MIPM01500Q;201617;NORD OVEST;20129,0;F205;;;LICEO DELLE SCIENZE UMANE MARIA AUSILIATRICE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V. BONVESIN DE LA RIVA 12;MILANO;LOMBARDIA;SI;www.scuolabonvesin.it;False;9,2122362;45,4637559;SCUOLA SECONDARIA II GRADO;123
MI1M07800T;201617;NORD OVEST;20141,0;F205;;;SCUOLA SECONDARIA DI 1° GR. LA ZOLLA;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V.G.CARCANO 53/9;MILANO;LOMBARDIA;SI;www.lazolla.it;False;9,185068199999998;45,4394257;SCUOLA SECONDARIA I GRADO;218
MI1E01000A;201617;NORD OVEST;20123,0;F205;;;"SCUOLA ELEM. PAR. ""ISTITUTO MARCELLINE""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;segreteria2@marcellinetommaseo.it;Non Disponibile;PIAZZA TOMMASEO N.1;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1672828;45,4696335;SCUOLA PRIMARIA;167
MI1M06600G;201617;NORD OVEST;20129,0;F205;;;SCUOLA SECONDARIA DI 1° GR. MARIA AUSILIATRICE;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V. BONVESIN DE LA RIVA 12;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2122362;45,4637559;SCUOLA SECONDARIA I GRADO;150
MI1E024008;201617;NORD OVEST;20131,0;F205;;;"SCUOLA ELEM. PAR. ""S.GIUSEPPE SUORE DI CARITA'""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;SEGRETERIA@ISTSANG.191.IT;Non Disponibile;VIA BAZZINI10;MILANO;LOMBARDIA;SI;www.istituto-sangiuseppe.it;False;9,225377499999999;45,481776200000006;SCUOLA PRIMARIA;94
MI1EAE500E;201617;NORD OVEST;20141,0;F205;;;SCUOLA PRIMARIA MONTESSORI BILINGUE;;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA PALMIERI 72/4;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1847735;45,4348041;SCUOLA PRIMARIA;90
MI1E125001;201617;NORD OVEST;20122,0;F205;;;SCUOLA PRIMARIA ZACCARIA;;MILANO;SCUOLA PRIMARIA NON STATALE;;;SEGRETERIA@ISTITUTOZACCARIA.IT;istitutozaccaria@pec.it;VIA DELLA COMMENDA 5;MILANO;LOMBARDIA;SI;www.istitutozaccaria.it;False;9,1989522;45,45939569999999;SCUOLA PRIMARIA;202
MITD11500B;201617;NORD OVEST;20122,0;F205;;;ISTITUTO TECNICO COMMERCIALE LEONARDO DA VINCI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;ldvinc@tin.it;Non Disponibile;VIA CAGNOLA 17;MILANO;LOMBARDIA;SI;www.scuolemilano.it;False;9,172634500000001;45,4792927;SCUOLA SECONDARIA II GRADO;5
MIPC18500P;201617;NORD OVEST;20122,0;F205;;;LICEO CLASSICO ZACCARIA;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SEGRETERIA@ISTITUTOZACCARIA.IT;istitutozaccaria@pec.it;VIA DELLA COMMENDA 5;MILANO;LOMBARDIA;SI;www.istitutozaccaria.it;False;9,1989522;45,45939569999999;SCUOLA SECONDARIA II GRADO;34
MIPLVI500L;201617;NORD OVEST;20122,0;F205;;;LICEO LINGUISTICO SCUOLA EUROPA;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;info@scuolaeuropa.it;Non Disponibile;VIALE MAJNO 39;MILANO;LOMBARDIA;SI;www.scuolaeuropa.it;False;9,2051121;45,47234;SCUOLA SECONDARIA II GRADO;97
MI1M083009;201617;NORD OVEST;20146,0;F205;;;SCUOLA SECONDARIA DI 1° GR. COMUNITA' EBRAICA;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;ENRICA.ANTICOLI@COM-EBRAICAMILANO.IT;Non Disponibile;V. SALLY MAYER 4/6;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1382776;45,4557669;SCUOLA SECONDARIA I GRADO;77
MIPM1R500Q;201617;NORD OVEST;20124,0;F205;;;LICEO SCIENZE UMANE MARIA CONSOLATRICE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;VIA MELCHIORRE GIOIA 51;MILANO;LOMBARDIA;SI;www.consolatricemilano.it;False;9,198364999999999;45,4876866;SCUOLA SECONDARIA II GRADO;13
MI1E01300T;201617;NORD OVEST;20148,0;F205;;;"SCUOLA ELEM.PAR.""CASA DEI BAMBINI SCUOLA MONTESSORI""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;casadeibambinimontessori@lamiapec.it;VIA AROSIO N.3;MILANO;LOMBARDIA;SI;WWW.MONTESSORI-MILANO.IT;False;9,1250899;45,4741425;SCUOLA PRIMARIA;117
MI1M070007;201617;NORD OVEST;20132,0;F205;;;SCUOLA SECONDARIA DI 1° GR. PREZIOSISSIMO SANGUE;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;SEGRETERIASCUOLA.MI@PREZIOSINE.IT;Non Disponibile;V. P. RICCARDI 5;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,239090699999998;45,5015277;SCUOLA SECONDARIA I GRADO;142
MI1EA8500G;201617;NORD OVEST;20141,0;F205;;;KC-LUDUM SCHOOL;;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;ludum@legalmail.it;VIA DEI FONTANILI 3;MILANO;LOMBARDIA;SI;ludumdesignschool.it;False;9,189133300000002;45,442483;SCUOLA PRIMARIA;20
MITB03500R;201617;NORD OVEST;20122,0;F205;;;ISTITUTO TECNICO AERONAUTICO NATIONAL AVIO SCHOOL;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;INFO@ISTITUTIDEAMICIS.IT;Non Disponibile;VIA LAMARMORA 34;MILANO;LOMBARDIA;SI;www.istitutideamicis.it;False;9,201708;45,456891;SCUOLA SECONDARIA II GRADO;41
MI1E01400N;201617;NORD OVEST;20146,0;F205;;;"SCUOLA ELEM.PAR.""A.DA FANO""- COMUNITA'EBRAICA";;MILANO;SCUOLA PRIMARIA NON STATALE;;;IRIT.MAZAR@COM-EBRAICAMILANO.IT;Non Disponibile;VIA SALLY MAYER 4/6;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1382776;45,4557669;SCUOLA PRIMARIA;171
MIRF6M5002;201617;NORD OVEST;20147,0;F205;;;ODONTOTECNICO CASATI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;VIA MONTECUCCOLI 44/2;MILANO;LOMBARDIA;SI;www.odontotecnicicasati.it;False;9,1355039;45,459573799999994;SCUOLA SECONDARIA II GRADO;67
