CODSCUOLA;ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SEDESCOLASTICA;SITOWEBSCUOLA;bStatale;Long;Lat;ORDINESCUOLA;ALUNNI;nome_citta
MI1M05300D;201617;NORD OVEST;20122.0;F205;;;SCUOLA SECONDARIA DI 1° GR. DE AMICIS;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;INFO@ISTITUTIDEAMICIS.IT;Non Disponibile;V.LAMARMORA 34;MILANO;LOMBARDIA;SI;www.istitutideamicis.it;False;9,201708;45,456891;SCUOLA SECONDARIA I GRADO;30;MILANO
MI1E14300E;201617;NORD OVEST;20147.0;F205;;;MERKOS L'INYONEI CHINUCH;;MILANO;SCUOLA PRIMARIA NON STATALE;;;SEGRETERIA@MERKOS.IT;Non Disponibile;VIA DELLE FORZE ARMATE61;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1306371;45,4628305;SCUOLA PRIMARIA;68;MILANO
MI1M071003;201617;NORD OVEST;20132.0;F205;;;SCUOLA SECONDARIA DI 1° GR. MARIA MATER MEA ORSOLINE;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;MARIAMATERMEA@LIBERO.IT;Non Disponibile;V.PUSIANO 57;MILANO;LOMBARDIA;SI;www.matermea.it;False;9,246280700000002;45,5004778;SCUOLA SECONDARIA I GRADO;76;MILANO
TOMM86401B;201617;NORD OVEST;10153.0;L219;TOIC86400A;"I.C. TORINO - ""SPINELLI""";SCUOLA INT.EUROP. A.SPINELLI-TO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC86400A@istruzione.it;Non Disponibile;CORSO TORTONA N 41;TORINO;PIEMONTE;SI;www.istitutoaltierospinelli.eu;True;7,7065065000000015;45,07256320000001;SCUOLA SECONDARIA I GRADO;281;TORINO
TOEE029027;201617;NORD OVEST;10155.0;L219;TOEE029005;"D.D. TORINO - ""GABELLI""";GABELLI - PESTALOZZI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE029005@istruzione.it;Non Disponibile;VIA BANFO 32;TORINO;PIEMONTE;SI;www.arigabelli.gov.it;True;7,6870812000000015;45,091546;SCUOLA PRIMARIA;306;TORINO
TOEE016014;201617;NORD OVEST;10129.0;L219;TOEE016003;"D.D. TORINO - ""COPPINO""";COPPINO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE016003@istruzione.it;Non Disponibile;VIA COLOMBO 36;TORINO;PIEMONTE;SI;www.circolodidatticocoppino.it;True;7,660240199999999;45,05820809999999;SCUOLA PRIMARIA;650;TORINO
TOMM879015;201617;NORD OVEST;10147.0;L219;TOIC879004;I.C. TORINO - VIVALDI-MURIALDO;I.C.VIVALDI MURIALDO-VIVALDI TO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC879004@istruzione.it;Non Disponibile;VIA CASTELDELFINO 24;TORINO;PIEMONTE;SI;www.vivaldi-murialdo.it;True;7,6726292;45,1004777;SCUOLA SECONDARIA I GRADO;574;TORINO
TOEE87802B;201617;NORD OVEST;10148.0;L219;TOIC878008;I.C. TORINO - UMBERTO SABA;I.C. UMBERTO SABA -L. RADICE;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC878008@istruzione.it;Non Disponibile;CORSO GROSSETO N. 112;TORINO;PIEMONTE;SI;www.icsabatorino.gov;True;7,677618999999999;45,1047851;SCUOLA PRIMARIA;193;TORINO
TOEE029016;201617;NORD OVEST;10154.0;L219;TOEE029005;"D.D. TORINO - ""GABELLI""";GABELLI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE029005@istruzione.it;Non Disponibile;VIA SANTHIA 25;TORINO;PIEMONTE;SI;www.arigabelli.gov.it;True;7,6966630999999985;45,09099910000001;SCUOLA PRIMARIA;426;TORINO
TOEE80501L;201617;NORD OVEST;10156.0;L219;TOIC80500E;"I.C. TORINO - ""CENA""";I.C. CENA - TORINO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC80500E@istruzione.it;Non Disponibile;STRADA SAN MAURO 32;TORINO;PIEMONTE;SI;share.dschola.it/cenatorino/default.aspx;True;7,727017900000001;45,0997414;SCUOLA PRIMARIA;186;TORINO
TOEE87801A;201617;NORD OVEST;10147.0;L219;TOIC878008;I.C. TORINO - UMBERTO SABA;I.C. UMBERTO SABA - GALIMBERTI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC878008@istruzione.it;Non Disponibile;VIA MOSCA 11;TORINO;PIEMONTE;SI;www.icsabatorino.gov;True;7,677369199999998;45,1027906;SCUOLA PRIMARIA;316;TORINO
TOEE8AZ01E;201617;NORD OVEST;10141.0;L219;TOIC8AZ00C;I.C. TORINO - ALBERTI;I.C. ALBERTI TORINO-SANTAROSA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC8AZ00C@istruzione.it;Non Disponibile;VIA BRACCINI 70;TORINO;PIEMONTE;SI;http//WWW.ICALBERTI.GOV.IT;True;7,6472455;45,060663700000006;SCUOLA PRIMARIA;421;TORINO
TOEE00501N;201617;NORD OVEST;10139.0;L219;TOEE00500L;"D.D. TORINO - ""BARICCO""";BARICCO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE00500L@istruzione.it;Non Disponibile;CORSO PESCHIERA 380;TORINO;PIEMONTE;SI;http//www.scuolabaricco.gov.it;True;7,625952499999999;45,0740223;SCUOLA PRIMARIA;498;TORINO
TOMM8AZ01D;201617;NORD OVEST;10141.0;L219;TOIC8AZ00C;I.C. TORINO - ALBERTI;I.C. ALBERTI - TORINO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC8AZ00C@istruzione.it;Non Disponibile;VIA TOLMINO 40;TORINO;PIEMONTE;SI;http//www.icalberti.gov.it;True;7,64491;45,05706;SCUOLA SECONDARIA I GRADO;571;TORINO
TOEE817031;201617;NORD OVEST;10143.0;L219;TOIC81700R;"I.C. TORINO - ""PACINOTTI""";I.C. PACINOTTI-PRIM. MANZONI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC81700R@istruzione.it;Non Disponibile;CORSO SVIZZERA 59/61;TORINO;PIEMONTE;SI;www.icpacinotti.it;True;7,650537;45,0815496;SCUOLA PRIMARIA;480;TORINO
TOEE81804T;201617;NORD OVEST;10132.0;L219;TOIC81800L;"I.C. TORINO - ""GOZZI-OLIVETTI""";IC OLIVETTI-VITTORIO AMEDEO II;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC81800L@istruzione.it;Non Disponibile;STRADA MONGRENO 53;TORINO;PIEMONTE;SI;http//gozzi-olivetti.org;True;7,7375542999999976;45,0784287;SCUOLA PRIMARIA;124;TORINO
TOMM881015;201617;NORD OVEST;10134.0;L219;TOIC881004;"I.C. TORINO - ""S. PERTINI""";I.C. S.PERTINI - VIA TUNISI TO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC881004@istruzione.it;Non Disponibile;VIA TUNISI 102;TORINO;PIEMONTE;SI;www.icpertinitorino.it;True;7,655193899999999;45,0366049;SCUOLA SECONDARIA I GRADO;331;TORINO
TOEE81803R;201617;NORD OVEST;10132.0;L219;TOIC81800L;"I.C. TORINO - ""GOZZI-OLIVETTI""";IC OLIVETTI-GIOVANNI VILLATA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC81800L@istruzione.it;Non Disponibile;VIA BEATO CAFASSO 73;TORINO;PIEMONTE;SI;http//www.gozzi-olivetti.org;True;7,7303121999999975;45,0878567;SCUOLA PRIMARIA;104;TORINO
TOEE00505T;201617;NORD OVEST;10141.0;L219;TOEE00500L;"D.D. TORINO - ""BARICCO""";BARICCO-FATTORI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE00500L@istruzione.it;Non Disponibile;VIA O. CASTELLINO 10;TORINO;PIEMONTE;SI;htpp//www.scuolabaricco.gov.it;True;7,630720699999999;45,06821710000001;SCUOLA PRIMARIA;230;TORINO
TOEE881016;201617;NORD OVEST;10134.0;L219;TOIC881004;"I.C. TORINO - ""S. PERTINI""";"I.C. ""S. PERTINI"" - D. ABRUZZI";NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC881004@istruzione.it;Non Disponibile;VIA MONTEVIDEO 11;TORINO;PIEMONTE;SI;www.icpertinitorino.it;True;7,654177099999999;45,0364333;SCUOLA PRIMARIA;614;TORINO
TOEE073018;201617;NORD OVEST;10122.0;L219;TOEE073007;D.D. ANNESSA CONVITTO UMBERTO I;UMBERTO I (CONVITTO NAZ.LE);ANNESSO A CONVITTO;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE073007@istruzione.it;Non Disponibile;VIA BLIGNY 1 BIS;TORINO;PIEMONTE;SI;www.cnuto.gov.it;True;7,6759051;45,07491270000001;SCUOLA PRIMARIA;367;TORINO
TOEE8AY01P;201617;NORD OVEST;10142.0;L219;TOIC8AY00L;I.C. TORINO - PALAZZESCHI;I.C. PALAZZESCHI TO (PRIMARIA);NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC8AY00L@istruzione.it;Non Disponibile;VIA BRISSOGNE 32;TORINO;PIEMONTE;SI;www.icpalazzeschi.gov.it;True;7,618116100000001;45,0632097;SCUOLA PRIMARIA;208;TORINO
TOEE87701E;201617;NORD OVEST;10152.0;L219;TOIC87700C;I.C. TORINO - REGIO PARCO;I.C. REGIO PARCO- LESSONA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC87700C@istruzione.it;Non Disponibile;CORSO REGIO PARCO 19;TORINO;PIEMONTE;SI;www.icregioparco.gov.it;True;7,694513900000001;45,0771027;SCUOLA PRIMARIA;245;TORINO
TOMM8AY01N;201617;NORD OVEST;10141.0;L219;TOIC8AY00L;I.C. TORINO - PALAZZESCHI;I.C. PALAZZESCHI - TORINO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC8AY00L@istruzione.it;Non Disponibile;VIA LANCIA 140;TORINO;PIEMONTE;SI;htt//www.icpalazzeschi.gov.it;True;7,6284136999999985;45,0628398;SCUOLA SECONDARIA I GRADO;541;TORINO
TOMM81801N;201617;NORD OVEST;10132.0;L219;TOIC81800L;"I.C. TORINO - ""GOZZI-OLIVETTI""";IC OLIVETTI-CAMILLO OLIVETTI;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC81800L@istruzione.it;Non Disponibile;VIA BARDASSANO 5;TORINO;PIEMONTE;SI;http//www.gozzi-olivetti.org;True;7,711492999999999;45,067017;SCUOLA SECONDARIA I GRADO;451;TORINO
TOEE06901L;201617;NORD OVEST;10137.0;L219;TOEE06900G;"D.D. TORINO - ""GOBETTI""";GOBETTI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE06900G@istruzione.it;Non Disponibile;VIA ROMITA 19;TORINO;PIEMONTE;SI;http//www.scuolagobettitorino.gov.it;True;7,626119;45,0474428;SCUOLA PRIMARIA;455;TORINO
TOEE81702X;201617;NORD OVEST;10144.0;L219;TOIC81700R;"I.C. TORINO - ""PACINOTTI""";I.C. PACINOTTI - DE FILIPPO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC81700R@istruzione.it;Non Disponibile;VIA FOSSANO 16;TORINO;PIEMONTE;SI;www.icpacinotti.it;True;7,660862099999999;45,085633;SCUOLA PRIMARIA;316;TORINO
TOEE81701V;201617;NORD OVEST;10144.0;L219;TOIC81700R;"I.C. TORINO - ""PACINOTTI""";I.C. PACINOTTI - BONCOMPAGNI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC81700R@istruzione.it;Non Disponibile;VIA VIDUA 1;TORINO;PIEMONTE;SI;www.icpacinotti.it;True;7,6609418000000025;45,08104669999999;SCUOLA PRIMARIA;257;TORINO
TOEE88301T;201617;NORD OVEST;10138.0;L219;TOIC88300Q;I.C. RITA LEVI-MONTALCINI;I.C. PALMIERI - ALFIERI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC88300Q@istruzione.it;Non Disponibile;VIA PALMIERI 58;TORINO;PIEMONTE;SI;WWW.ICPALMIERI.GOV.IT;True;7,6595156000000015;45,07183660000001;SCUOLA PRIMARIA;684;TORINO
TOEE81801P;201617;NORD OVEST;10132.0;L219;TOIC81800L;"I.C. TORINO - ""GOZZI-OLIVETTI""";IC OLIVETTI-GASPARE GOZZI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC81800L@istruzione.it;Non Disponibile;VIA GASSINO 13;TORINO;PIEMONTE;SI;http//www.gozzi-olivetti.org;True;7,716762099999999;45,066772;SCUOLA PRIMARIA;234;TORINO
TOEE81901E;201617;NORD OVEST;10125.0;L219;TOIC81900C;"I.C. TORINO - ""MANZONI""";I.C. MANZONI - RAYNERI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC81900C@istruzione.it;Non Disponibile;CORSO MARCONI 28;TORINO;PIEMONTE;SI;www.icmanzoni.gov.it;True;7,6815840999999985;45,05546920000001;SCUOLA PRIMARIA;500;TORINO
TOMM88301R;201617;NORD OVEST;10138.0;L219;TOIC88300Q;I.C. RITA LEVI-MONTALCINI;I.C.V.PALMIERI-P.ZZA BERNINI-TO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC88300Q@istruzione.it;Non Disponibile;VIA DUCHESSA JOLANDA 29;TORINO;PIEMONTE;SI;WWW.ICPALMIERI.GOV.IT;True;7,657372000000001;45,0755363;SCUOLA SECONDARIA I GRADO;264;TORINO
TOMM81902E;201617;NORD OVEST;10126.0;L219;TOIC81900C;"I.C. TORINO - ""MANZONI""";I.C.MANZONI-PER CIECHI H.KELLER;PER CIECHI;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC81900C@istruzione.it;Non Disponibile;VIA NIZZA 151;TORINO;PIEMONTE;SI;www.icmanzoni.GOV.IT;True;7,671790299999999;45,0436334;SCUOLA SECONDARIA I GRADO;48;TORINO
TOEE80502N;201617;NORD OVEST;10156.0;L219;TOIC80500E;"I.C. TORINO - ""CENA""";I.C. CENA - ABBADIA DI STURA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC80500E@istruzione.it;Non Disponibile;VIA M. ANGLESIO 17;TORINO;PIEMONTE;SI;share.dschola.it/cenatorino/default.aspx;True;7,731289500000001;45,10428479999999;SCUOLA PRIMARIA;105;TORINO
TOEE815028;201617;NORD OVEST;10124.0;L219;TOIC815005;"I.C. TORINO - ""TOMMASEO""";I.C. TOMMASEO-F.D'ASSISI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC815005@istruzione.it;Non Disponibile;VIA GIULIA DI BAROLO 8;TORINO;PIEMONTE;SI;www.tommaseo.it;True;7,69597;45,06694;SCUOLA PRIMARIA;269;TORINO
TOMM81901D;201617;NORD OVEST;10125.0;L219;TOIC81900C;"I.C. TORINO - ""MANZONI""";I.C. MANZONI - TORINO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC81900C@istruzione.it;Non Disponibile;VIA GIACOSA 25;TORINO;PIEMONTE;SI;www.icmanzoni.gov.it;True;7,6822158;45,0547891;SCUOLA SECONDARIA I GRADO;291;TORINO
TOEE00401T;201617;NORD OVEST;10147.0;L219;TOEE00400R;"D.D. TORINO - ""ALLIEVO""";GIUSEPPE ALLIEVO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE00400R@istruzione.it;Non Disponibile;VIA VIBO' 62;TORINO;PIEMONTE;SI;www.circolodidatticoallievotorino.gov.it;True;7,6737699999999975;45,09596;SCUOLA PRIMARIA;454;TORINO
TOMM079005;201617;NORD OVEST;10122.0;L219;TOMM079005;TO -UMBERTO I (CONVITTO NAZ.LE);TO -UMBERTO I (CONVITTO NAZ.LE);ANNESSO A CONVITTO;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOMM079005@istruzione.it;Non Disponibile;VIA BLIGNY 1 BIS;TORINO;PIEMONTE;SI;www.cnuto.it;True;7,6759051;45,07491270000001;SCUOLA SECONDARIA I GRADO;294;TORINO
TOMM815016;201617;NORD OVEST;10124.0;L219;TOIC815005;"I.C. TORINO - ""TOMMASEO""";I.C. TOMMASEO - CALVINO - TO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC815005@istruzione.it;Non Disponibile;VIA SANT'OTTAVIO 7;TORINO;PIEMONTE;SI;www.tommaseo.it;True;7,693349499999999;45,06744550000001;SCUOLA SECONDARIA I GRADO;470;TORINO
TOEE010026;201617;NORD OVEST;10148.0;L219;TOEE010004;"D.D. TORINO - ""PARRI""";PARRI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE010004@istruzione.it;Non Disponibile;STRADA DI LANZO 147/11;TORINO;PIEMONTE;SI;www.scuola-parri-to.gov.it;True;7,6578266;45,11620720000001;SCUOLA PRIMARIA;240;TORINO
TOEE182043;201617;NORD OVEST;10147.0;L219;TOEE18200V;"D.D. TORINO - ""ALERAMO""";B.V. CAMPAGNA - ANGELINI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE18200V@istruzione.it;Non Disponibile;VIA CARDINAL MASSAIA 113;TORINO;PIEMONTE;SI;scuola-aleramo-torino.it;True;7,6683552000000015;45,1026208;SCUOLA PRIMARIA;425;TORINO
TOEE05602G;201617;NORD OVEST;10155.0;L219;TOEE05600D;"D.D. TORINO - ""SABIN""";SABIN - EX MARCHESA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE05600D@istruzione.it;Non Disponibile;CORSO VERCELLI 141/8;TORINO;PIEMONTE;SI;www.ddsabin.it;True;7,692191399999999;45,09735879999999;SCUOLA PRIMARIA;227;TORINO
TOMM073006;201617;NORD OVEST;10148.0;L219;TOMM073006;TORINO - VIAN;TORINO - VIAN;NORMALE;TORINO;SCUOLA PRIMO GRADO;SI;Non Disponibile;TOMM073006@istruzione.it;tomm073006@pec.istruzione.it;VIA STAMPINI 25;TORINO;PIEMONTE;SI;www.smsvian.it;True;7,6629065;45,1090128;SCUOLA SECONDARIA I GRADO;578;TORINO
TOEE18201X;201617;NORD OVEST;10149.0;L219;TOEE18200V;"D.D. TORINO - ""ALERAMO""";D.D. ALERAMO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE18200V@istruzione.it;Non Disponibile;VIA LEMIE 48;TORINO;PIEMONTE;SI;scuola-aleramo-torino.it;True;7,666371000000002;45,0961219;SCUOLA PRIMARIA;443;TORINO
TOMM078009;201617;NORD OVEST;10155.0;L219;TOMM078009;TORINO - G. B. VIOTTI;TORINO - G. B. VIOTTI;NORMALE;TORINO;SCUOLA PRIMO GRADO;SI;Non Disponibile;TOMM078009@istruzione.it;tomm078009@pec.istruzione.it;C.SO VERCELLI 141/6;TORINO;PIEMONTE;SI;www.scuolaviottitorino.it;True;7,692191399999999;45,09735879999999;SCUOLA SECONDARIA I GRADO;717;TORINO
TOEE010015;201617;NORD OVEST;10148.0;L219;TOEE010004;"D.D. TORINO - ""PARRI""";PARRI - CAPPONI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE010004@istruzione.it;Non Disponibile;VIA BADINI CONFALONIERI N. 74;TORINO;PIEMONTE;SI;www.scuola-parri-to.gov.it;True;7,657427;45,1095742;SCUOLA PRIMARIA;349;TORINO
TOMM8A201P;201617;NORD OVEST;10127.0;L219;TOIC8A200N;I.C. TORINO - PEYRON;I.C. PEYRON - TORINO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC8A200N@istruzione.it;Non Disponibile;VIA VALENZA 71;TORINO;PIEMONTE;SI;http\\www.icpeyron.gov.it;True;7,6678185;45,0245358;SCUOLA SECONDARIA I GRADO;431;TORINO
TOEE05601E;201617;NORD OVEST;10155.0;L219;TOEE05600D;"D.D. TORINO - ""SABIN""";A. SABIN;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE05600D@istruzione.it;Non Disponibile;CORSO VERCELLI 157;TORINO;PIEMONTE;SI;www.ddsabin.it;True;7,6927694;45,0984465;SCUOLA PRIMARIA;371;TORINO
TOMM882011;201617;NORD OVEST;10127.0;L219;TOIC88200X;I.C. TORINO - VIA SIDOLI;IC V.SIDOLI-V.PALMA CESNOLA-TO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC88200X@istruzione.it;Non Disponibile;VIA PALMA DI CESNOLA 29;TORINO;PIEMONTE;SI;htt//www.icviasidoli.it;True;7,654042200000001;45,0231375;SCUOLA SECONDARIA I GRADO;158;TORINO
TOEE8BD012;201617;NORD OVEST;10154.0;L219;TOIC8BD00X;I.C. ILARIA ALPI;I.C. ILARIA ALPI - PEROTTI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC8BD00X@istruzione.it;Non Disponibile;VIA MERCADANTE 68/8;TORINO;PIEMONTE;SI;www.ddilariaalpi.altervista.gov/wordpress;True;7,700892100000001;45,0937721;SCUOLA PRIMARIA;536;TORINO
TOMM810013;201617;NORD OVEST;10151.0;L219;TOIC810002;"I.C. TORINO - ""D. M. TUROLDO""";I.C. D.M.TUROLDO - TORINO;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC810002@istruzione.it;Non Disponibile;VIA MAGNOGLIE 9;TORINO;PIEMONTE;SI;www.ic-turoldo.it;True;7,63333;45,10179;SCUOLA SECONDARIA I GRADO;192;TORINO
TOEE8BD034;201617;NORD OVEST;10154.0;L219;TOIC8BD00X;I.C. ILARIA ALPI;I.C. ILARIA ALPI - D'ACQUISTO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC8BD00X@istruzione.it;Non Disponibile;VIA TOLLEGNO 83;TORINO;PIEMONTE;SI;http//ddilariaalpi.altervista.org/wordpress/;True;7,7053699999999985;45,08811;SCUOLA PRIMARIA;105;TORINO
TOEE882023;201617;NORD OVEST;10135.0;L219;TOIC88200X;I.C. TORINO - VIA SIDOLI;I.C. SIDOLI - VIA FLECCHIA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC88200X@istruzione.it;Non Disponibile;VIA FLECCHIA10;TORINO;PIEMONTE;SI;htt//www.icviasidoli.it;True;7,6549788;45,0235588;SCUOLA PRIMARIA;185;TORINO
TOMM8BD011;201617;NORD OVEST;10152.0;L219;TOIC8BD00X;I.C. ILARIA ALPI;I.C. ILARIA ALPI - CROCE;NORMALE;TORINO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TOIC8BD00X@istruzione.it;Non Disponibile;CORSO NOVARA 26;TORINO;PIEMONTE;SI;http//share.dschola.it/alberti/ic/default.aspx;True;7,691585199999999;45,0869563;SCUOLA SECONDARIA I GRADO;212;TORINO
TOEE882012;201617;NORD OVEST;10135.0;L219;TOIC88200X;I.C. TORINO - VIA SIDOLI;I.C. VIA SIDOLI - DOGLIOTTI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC88200X@istruzione.it;Non Disponibile;VIA SIDOLI10;TORINO;PIEMONTE;SI;htt//www.icviasidoli.it;True;7,6466232;45,027593;SCUOLA PRIMARIA;209;TORINO
TOEE8BD023;201617;NORD OVEST;10154.0;L219;TOIC8BD00X;I.C. ILARIA ALPI;I.C. ILARIA ALPI - DELEDDA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC8BD00X@istruzione.it;Non Disponibile;VIA BOLOGNA 77;TORINO;PIEMONTE;SI;www.scuolaviacimarosa.it;True;7,697833399999999;45,0837003;SCUOLA PRIMARIA;254;TORINO
TOEE873017;201617;NORD OVEST;10151.0;L219;TOIC873005;I.C. TORINO - P. GEMELLI;I.C. PADRE GEMELLI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC873005@istruzione.it;Non Disponibile;CORSO LOMBARDIA 98;TORINO;PIEMONTE;SI;www.padregemelli.it;True;7,6472685;45,0960314;SCUOLA PRIMARIA;399;TORINO
TOEE8A101X;201617;NORD OVEST;10126.0;L219;TOIC8A100T;I.C. TORINO - VITT.DA FELTRE;I.C.VITT.DA FELTRE-PRIMARIA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC8A100T@istruzione.it;Non Disponibile;VIA FINALMARINA 5;TORINO;PIEMONTE;SI;www.vittorinodafeltre.it;True;7,668425900000001;45,03277809999999;SCUOLA PRIMARIA;431;TORINO
TOEE810014;201617;NORD OVEST;10151.0;L219;TOIC810002;"I.C. TORINO - ""D. M. TUROLDO""";I.C. D.M.TUROLDO-LEOPARDI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC810002@istruzione.it;Non Disponibile;VIA DELLE VERBENE 6;TORINO;PIEMONTE;SI;www.ic-turoldo.it;True;7,6339776;45,10430729999999;SCUOLA PRIMARIA;189;TORINO
TOEE011022;201617;NORD OVEST;10137.0;L219;TOEE01100X;"D.D. TORINO - ""CASALEGNO""";CASALEGNO-DON MILANI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE01100X@istruzione.it;Non Disponibile;VIA SAN MARINO 107;TORINO;PIEMONTE;SI;http//www.ddcasalegno.gov.it;True;7,6385628999999975;45,03990770000001;SCUOLA PRIMARIA;334;TORINO
TOEE810025;201617;NORD OVEST;10151.0;L219;TOIC810002;"I.C. TORINO - ""D. M. TUROLDO""";I.C. D.M.TUROLDO-GIANELLI;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC810002@istruzione.it;Non Disponibile;VIALE MUGHETTI 29/1;TORINO;PIEMONTE;SI;www.ic-turoldo.it;True;7,6277500000000025;45,10252999999999;SCUOLA PRIMARIA;145;TORINO
TOEE02501V;201617;NORD OVEST;10137.0;L219;TOEE02500T;"D.D. TORINO - ""MAZZARELLO""";MAZZARELLO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE02500T@istruzione.it;Non Disponibile;VIA COLLINO 12;TORINO;PIEMONTE;SI;www.francamazzarello.it;True;7,6231414000000015;45,039651;SCUOLA PRIMARIA;458;TORINO
TOEE05101B;201617;NORD OVEST;10126.0;L219;TOEE05100A;"D.D. TORINO - ""PELLICO""";PELLICO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE05100A@istruzione.it;Non Disponibile;VIA MADAMA CRISTINA 102;TORINO;PIEMONTE;SI;WEB.TISCALI.IT/CIRCOLOPELLICO/;True;7,67542;45,04707;SCUOLA PRIMARIA;465;TORINO
